id,name,plugin1,plugin2,plugin3,plugin4,plugin5,plugin6
6903,FD*COMBO**,67.0,24.0,63.0,92.0,61.0,107.0
6903,DELUXE-R**,81.0,111.0,63.0,56.0,61.0,107.0
6903,FD*VIBRO**,38.0,104.0,63.0,66.0,107.0,107.0
6903,US*BLUES**,94.0,65.0,54.0,105.0,107.0,107.0
6903,VX*COMBO**,93.0,65.0,45.0,60.0,107.0,107.0
6903,VX*JMI****,71.0,116.0,27.0,65.0,61.0,7.0
6903,BG*CRUNCH*,95.0,27.0,65.0,56.0,60.0,107.0
6903,MATCH30***,67.0,103.0,27.0,66.0,107.0,107.0
6903,CAR*DRIVE*,68.0,114.0,27.0,63.0,66.0,107.0
6903,TW*ROCK***,102.0,27.0,65.0,4.0,107.0,107.0
6903,TONE*CITY*,108.0,27.0,46.0,62.0,107.0,107.0
6903,HW*STACK**,96.0,27.0,65.0,66.0,107.0,107.0
6903,TANGERINE*,39.0,97.0,27.0,65.0,61.0,107.0
6903,B-BREAKER*,109.0,27.0,65.0,62.0,107.0,107.0
6903,MS*CRUNCH*,73.0,98.0,27.0,66.0,53.0,60.0
6903,MS1959****,1.0,115.0,27.0,53.0,61.0,107.0
6903,MS*DRIVE**,23.0,99.0,27.0,66.0,60.0,107.0
